Date      Rate
3-Jan-00	101.7000
4-Jan-00	103.0900
5-Jan-00	103.7700
6-Jan-00	105.1900
7-Jan-00	105.1700
10-Jan-00	105.2800
11-Jan-00	106.0900
12-Jan-00	105.7600
13-Jan-00	106.0900
14-Jan-00	105.8600
17-Jan-00	ND
18-Jan-00	105.4900
19-Jan-00	105.3900
20-Jan-00	105.4500
21-Jan-00	104.9600
24-Jan-00	105.5200
25-Jan-00	105.8700
26-Jan-00	105.8500
27-Jan-00	104.9100
28-Jan-00	107.1500
31-Jan-00	107.3300
1-Feb-00	107.6700
2-Feb-00	108.4000
3-Feb-00	107.9200
4-Feb-00	107.5400
7-Feb-00	108.7500
8-Feb-00	109.5900
9-Feb-00	109.1100
10-Feb-00	108.7400
11-Feb-00	108.9900
14-Feb-00	108.6500
15-Feb-00	108.7500
16-Feb-00	109.3800
17-Feb-00	110.2700
18-Feb-00	110.8800
21-Feb-00	ND
22-Feb-00	111.0400
23-Feb-00	111.1100
24-Feb-00	110.9500
25-Feb-00	110.9800
28-Feb-00	109.1700
29-Feb-00	109.8800
1-Mar-00	107.1000
2-Mar-00	107.3700
3-Mar-00	107.8000
6-Mar-00	107.7400
7-Mar-00	106.2000
8-Mar-00	106.8900
9-Mar-00	106.4500
10-Mar-00	106.2700
13-Mar-00	105.3200
14-Mar-00	104.8500
15-Mar-00	105.5800
16-Mar-00	105.6300
17-Mar-00	106.1000
20-Mar-00	106.5000
21-Mar-00	106.9100
22-Mar-00	106.7700
23-Mar-00	107.4500
24-Mar-00	107.2500
27-Mar-00	107.1300
28-Mar-00	105.9000
29-Mar-00	105.6000
30-Mar-00	105.5300
31-Mar-00	102.7300
3-Apr-00	104.8200
4-Apr-00	105.3300
5-Apr-00	105.0000
6-Apr-00	104.7800
7-Apr-00	105.3300
10-Apr-00	106.3700
11-Apr-00	106.9500
12-Apr-00	105.8600
13-Apr-00	105.7600
14-Apr-00	105.1200
17-Apr-00	104.1900
18-Apr-00	104.5900
19-Apr-00	104.9400
20-Apr-00	105.4500
21-Apr-00	105.8800
24-Apr-00	105.6600
25-Apr-00	105.7100
26-Apr-00	106.4600
27-Apr-00	106.3600
28-Apr-00	107.9800
1-May-00	108.8900
2-May-00	108.6300
3-May-00	109.1400
4-May-00	108.1700
5-May-00	108.5300
8-May-00	109.0300
9-May-00	109.6100
10-May-00	109.3300
11-May-00	108.4700
12-May-00	108.7400
15-May-00	109.4800
16-May-00	109.7500
17-May-00	109.5300
18-May-00	108.7000
19-May-00	106.8900
22-May-00	107.0200
23-May-00	106.7200
24-May-00	107.5800
25-May-00	107.4800
26-May-00	107.1800
29-May-00	ND
30-May-00	106.4400
31-May-00	107.7400
1-Jun-00	108.7400
2-Jun-00	108.1500
5-Jun-00	107.4400
6-Jun-00	105.6400
7-Jun-00	105.5000
8-Jun-00	105.8600
9-Jun-00	106.7800
12-Jun-00	106.6500
13-Jun-00	106.7900
14-Jun-00	106.8900
15-Jun-00	106.5200
16-Jun-00	106.2200
19-Jun-00	105.7400
20-Jun-00	105.4200
21-Jun-00	105.5000
22-Jun-00	104.4000
23-Jun-00	104.5900
26-Jun-00	105.6600
27-Jun-00	105.5300
28-Jun-00	105.5100
29-Jun-00	105.0900
30-Jun-00	106.1400
3-Jul-00	105.6400
4-Jul-00	ND
5-Jul-00	106.9100
6-Jul-00	107.3700
7-Jul-00	107.8100
10-Jul-00	107.1000
11-Jul-00	106.9300
12-Jul-00	108.3600
13-Jul-00	108.2700
14-Jul-00	107.8800
17-Jul-00	108.5300
18-Jul-00	108.3000
19-Jul-00	108.2000
20-Jul-00	107.8900
21-Jul-00	109.0800
24-Jul-00	108.9200
25-Jul-00	109.3000
26-Jul-00	109.2800
27-Jul-00	109.1500
28-Jul-00	109.6300
31-Jul-00	109.6800
1-Aug-00	109.4700
2-Aug-00	108.7700
3-Aug-00	108.3600
4-Aug-00	108.5400
7-Aug-00	108.9900
8-Aug-00	108.6400
9-Aug-00	107.9900
10-Aug-00	108.7000
11-Aug-00	108.6800
14-Aug-00	109.5200
15-Aug-00	109.0000
16-Aug-00	108.5500
17-Aug-00	108.4800
18-Aug-00	108.4300
21-Aug-00	108.5300
22-Aug-00	108.3400
23-Aug-00	107.0200
24-Aug-00	106.8900
25-Aug-00	107.1700
28-Aug-00	106.4500
29-Aug-00	106.2000
30-Aug-00	106.4700
31-Aug-00	106.6600
1-Sep-00	105.7800
4-Sep-00	ND
5-Sep-00	105.8800
6-Sep-00	106.0800
7-Sep-00	105.1000
8-Sep-00	106.0300
11-Sep-00	105.9700
12-Sep-00	106.9300
13-Sep-00	107.1100
14-Sep-00	107.2500
15-Sep-00	107.3300
18-Sep-00	106.8700
19-Sep-00	107.0200
20-Sep-00	106.7700
21-Sep-00	106.5000
22-Sep-00	107.9400
