6.3063	7.0	16.0	2.56	1.0	0.0	1.0	29.0	841.0	0.0
6.1759	12.0	9.0	0.81	0.0	0.0	1.0	27.0	729.0	0.0
6.5806	12.0	16.0	2.56	0.0	0.0	1.0	34.0	1156.0	0.0
5.5215	11.0	10.0	1.0	0.0	0.0	1.0	27.0	729.0	1.0
6.5917	12.0	16.0	2.56	0.0	0.0	1.0	34.0	1156.0	1.0
6.2146	12.0	8.0	0.64	0.0	0.0	1.0	26.0	676.0	1.0
6.3368	18.0	9.0	0.81	0.0	0.0	1.0	33.0	1089.0	1.0
6.4102	14.0	9.0	0.81	0.0	0.0	1.0	29.0	841.0	1.0
6.0521	12.0	10.0	1.0	0.0	0.0	1.0	28.0	784.0	1.0
6.2442	12.0	11.0	1.21	0.0	0.0	1.0	29.0	841.0	1.0
5.4161	9.0	13.0	1.69	0.0	0.0	1.0	28.0	784.0	1.0
5.9915	12.0	8.0	0.64	0.0	0.0	1.0	26.0	676.0	1.0
6.0331	11.0	7.0	0.49	0.0	0.0	1.0	24.0	576.0	1.0
5.3799	11.0	13.0	1.69	0.0	0.0	1.0	30.0	900.0	1.0
6.7957	16.0	9.0	0.81	1.0	0.0	1.0	31.0	961.0	1.0
5.7038	14.0	4.0	0.16	0.0	0.0	1.0	24.0	576.0	1.0
5.8464	12.0	16.0	2.56	0.0	0.0	1.0	34.0	1156.0	1.0
6.4892	14.0	9.0	0.81	0.0	0.0	1.0	29.0	841.0	1.0
6.3544	10.0	10.0	1.0	0.0	0.0	1.0	26.0	676.0	1.0
6.4754	12.0	14.0	1.96	0.0	0.0	1.0	32.0	1024.0	1.0
6.8501	18.0	8.0	0.64	0.0	1.0	1.0	32.0	1024.0	1.0
6.42	18.0	10.0	1.0	0.0	0.0	1.0	34.0	1156.0	1.0
6.5876	15.0	11.0	1.21	0.0	0.0	0.0	32.0	1024.0	1.0
6.4036	12.0	10.0	1.0	0.0	0.0	1.0	28.0	784.0	1.0
6.541	12.0	14.0	1.96	0.0	0.0	1.0	32.0	1024.0	1.0
7.2442	18.0	10.0	1.0	0.0	0.0	0.0	34.0	1156.0	1.0
5.7038	12.0	8.0	0.64	0.0	0.0	1.0	26.0	676.0	1.0
7.4955	18.0	8.0	0.64	0.0	0.0	1.0	32.0	1024.0	1.0
6.0234	12.0	7.0	0.49	0.0	0.0	1.0	25.0	625.0	1.0
6.4489	14.0	9.0	0.81	0.0	0.0	0.0	29.0	841.0	1.0
5.3375	12.0	7.0	0.49	0.0	0.0	1.0	25.0	625.0	1.0
6.1247	12.0	7.0	0.49	1.0	0.0	1.0	25.0	625.0	1.0
6.7142	16.0	2.0	0.04	0.0	0.0	1.0	24.0	576.0	1.0
6.3578	18.0	10.0	1.0	0.0	0.0	1.0	34.0	1156.0	1.0
5.5413	11.0	11.0	1.21	0.0	0.0	1.0	28.0	784.0	1.0
6.869	16.0	8.0	0.64	0.0	0.0	1.0	30.0	900.0	1.0
6.8501	10.0	15.0	2.25	0.0	0.0	1.0	31.0	961.0	1.0
7.044	18.0	10.0	1.0	0.0	0.0	1.0	34.0	1156.0	1.0
5.7807	6.0	15.0	2.25	0.0	0.0	1.0	27.0	729.0	1.0
5.4596	11.0	7.0	0.49	1.0	0.0	1.0	24.0	576.0	1.0
6.9078	12.0	16.0	2.56	0.0	0.0	1.0	34.0	1156.0	1.0
6.1759	9.0	11.0	1.21	0.0	0.0	1.0	26.0	676.0	1.0
6.4362	15.0	11.0	1.21	0.0	0.0	1.0	32.0	1024.0	1.0
6.477	11.0	17.0	2.89	0.0	0.0	1.0	34.0	1156.0	1.0
5.8406	12.0	6.0	0.36	1.0	0.0	1.0	24.0	576.0	1.0
5.9402	16.0	2.0	0.04	0.0	1.0	1.0	24.0	576.0	1.0
5.8665	12.0	6.0	0.36	0.0	0.0	1.0	24.0	576.0	1.0
6.4907	13.0	6.0	0.36	0.0	0.0	1.0	25.0	625.0	1.0
6.4313	17.0	5.0	0.25	0.0	0.0	1.0	28.0	784.0	1.0
6.0868	12.0	7.0	0.49	0.0	0.0	1.0	25.0	625.0	1.0
6.6039	12.0	8.0	0.64	1.0	0.0	1.0	26.0	676.0	1.0
5.6348	11.0	14.0	1.96	1.0	1.0	0.0	31.0	961.0	1.0
6.073	10.0	8.0	0.64	0.0	0.0	1.0	24.0	576.0	1.0
6.5582	12.0	9.0	0.81	0.0	0.0	1.0	27.0	729.0	1.0
6.0521	12.0	9.0	0.81	0.0	0.0	1.0	27.0	729.0	1.0
6.3474	12.0	6.0	0.36	0.0	0.0	1.0	24.0	576.0	1.0
6.2879	16.0	8.0	0.64	0.0	0.0	1.0	30.0	900.0	1.0
6.6067	16.0	10.0	1.0	0.0	0.0	1.0	32.0	1024.0	1.0
6.5117	13.0	13.0	1.69	0.0	0.0	1.0	32.0	1024.0	1.0
6.6451	12.0	16.0	2.56	0.0	0.0	1.0	34.0	1156.0	1.0
6.3835	12.0	6.0	0.36	0.0	0.0	1.0	24.0	576.0	1.0
5.3613	9.0	9.0	0.81	1.0	0.0	1.0	24.0	576.0	1.0
7.3544	16.0	12.0	1.44	0.0	0.0	1.0	34.0	1156.0	1.0
6.6516	16.0	6.0	0.36	0.0	0.0	1.0	28.0	784.0	1.0
6.3969	12.0	8.0	0.64	0.0	1.0	1.0	26.0	676.0	1.0
6.541	18.0	0.0	0.0	0.0	0.0	1.0	24.0	576.0	1.0
6.3456	13.0	12.0	1.44	0.0	0.0	1.0	31.0	961.0	1.0
6.0707	14.0	8.0	0.64	0.0	0.0	1.0	28.0	784.0	1.0
6.2879	15.0	7.0	0.49	0.0	0.0	1.0	28.0	784.0	1.0
6.4409	12.0	7.0	0.49	0.0	0.0	1.0	25.0	625.0	1.0
6.1759	8.0	17.0	2.89	0.0	0.0	1.0	31.0	961.0	1.0
6.3008	12.0	8.0	0.64	0.0	0.0	1.0	26.0	676.0	1.0
6.3561	12.0	7.0	0.49	0.0	0.0	1.0	25.0	625.0	1.0
6.5511	16.0	3.0	0.09	0.0	0.0	1.0	25.0	625.0	1.0
6.6695	16.0	6.0	0.36	0.0	0.0	1.0	28.0	784.0	1.0
6.9197	17.0	4.0	0.16	0.0	0.0	1.0	27.0	729.0	1.0
6.6307	12.0	6.0	0.36	0.0	0.0	1.0	24.0	576.0	1.0
6.3986	14.0	9.0	0.81	0.0	0.0	1.0	29.0	841.0	1.0
5.6454	12.0	6.0	0.36	0.0	0.0	1.0	24.0	576.0	1.0
5.5215	12.0	6.0	0.36	0.0	0.0	1.0	24.0	576.0	1.0
6.2146	12.0	8.0	0.64	0.0	0.0	1.0	26.0	676.0	1.0
6.3099	11.0	14.0	1.96	0.0	0.0	1.0	31.0	961.0	1.0
7.0414	12.0	7.0	0.49	0.0	0.0	1.0	25.0	625.0	1.0
6.697	18.0	7.0	0.49	0.0	1.0	1.0	31.0	961.0	1.0
5.7462	12.0	10.0	1.0	1.0	0.0	1.0	28.0	784.0	1.0
6.5944	18.0	1.0	0.01	0.0	0.0	1.0	25.0	625.0	1.0
6.4378	16.0	3.0	0.09	0.0	0.0	1.0	25.0	625.0	1.0
6.3767	14.0	4.0	0.16	0.0	0.0	1.0	24.0	576.0	1.0
5.9269	14.0	6.0	0.36	0.0	0.0	1.0	26.0	676.0	1.0
6.7056	16.0	7.0	0.49	0.0	1.0	1.0	29.0	841.0	1.0
6.7627	14.0	10.0	1.0	0.0	0.0	1.0	30.0	900.0	1.0
5.8579	15.0	7.0	0.49	0.0	1.0	1.0	28.0	784.0	1.0
5.3083	13.0	5.0	0.25	0.0	1.0	1.0	24.0	576.0	1.0
6.2246	13.0	13.0	1.69	0.0	1.0	1.0	32.0	1024.0	1.0
6.7044	17.0	7.0	0.49	0.0	0.0	1.0	30.0	900.0	1.0
6.4378	18.0	2.0	0.04	0.0	0.0	1.0	26.0	676.0	1.0
6.6451	18.0	8.0	0.64	0.0	0.0	1.0	32.0	1024.0	1.0
6.2146	17.0	4.0	0.16	0.0	0.0	1.0	27.0	729.0	1.0
6.4281	17.0	4.0	0.16	0.0	0.0	1.0	27.0	729.0	1.0
6.477	12.0	12.0	1.44	0.0	0.0	1.0	30.0	900.0	1.0
6.6451	18.0	4.0	0.16	0.0	0.0	1.0	28.0	784.0	1.0
6.2383	12.0	8.0	0.64	0.0	0.0	1.0	26.0	676.0	1.0
6.4378	18.0	7.0	0.49	0.0	0.0	1.0	31.0	961.0	1.0
7.013	14.0	11.0	1.21	0.0	0.0	1.0	31.0	961.0	1.0
6.5806	13.0	9.0	0.81	0.0	0.0	1.0	28.0	784.0	1.0
7.051	14.0	12.0	1.44	0.0	0.0	1.0	32.0	1024.0	1.0
6.7178	18.0	10.0	1.0	0.0	0.0	0.0	34.0	1156.0	1.0
6.8276	16.0	12.0	1.44	0.0	0.0	1.0	34.0	1156.0	1.0
6.981	17.0	5.0	0.25	0.0	0.0	1.0	28.0	784.0	1.0
6.4378	12.0	15.0	2.25	0.0	0.0	1.0	33.0	1089.0	1.0
6.1312	13.0	8.0	0.64	0.0	0.0	1.0	27.0	729.0	1.0
6.8024	14.0	4.0	0.16	1.0	0.0	1.0	24.0	576.0	1.0
6.525	18.0	5.0	0.25	0.0	0.0	1.0	29.0	841.0	1.0
6.0186	12.0	6.0	0.36	0.0	0.0	1.0	24.0	576.0	1.0
6.4378	13.0	8.0	0.64	0.0	0.0	1.0	27.0	729.0	1.0
6.9127	18.0	8.0	0.64	0.0	0.0	1.0	32.0	1024.0	1.0
6.5862	11.0	7.0	0.49	0.0	0.0	1.0	24.0	576.0	1.0
6.6201	15.0	6.0	0.36	0.0	0.0	1.0	27.0	729.0	1.0
6.271	14.0	9.0	0.81	0.0	0.0	1.0	29.0	841.0	1.0
6.8794	17.0	6.0	0.36	0.0	0.0	1.0	29.0	841.0	1.0
6.157	12.0	8.0	0.64	0.0	0.0	0.0	26.0	676.0	1.0
5.7838	12.0	6.0	0.36	0.0	0.0	1.0	24.0	576.0	1.0
6.7742	12.0	16.0	2.56	0.0	0.0	1.0	34.0	1156.0	1.0
6.4378	13.0	15.0	2.25	0.0	0.0	1.0	34.0	1156.0	1.0
5.8201	12.0	8.0	0.64	0.0	0.0	1.0	26.0	676.0	1.0
6.1759	16.0	5.0	0.25	0.0	0.0	1.0	27.0	729.0	1.0
6.477	9.0	14.0	1.96	0.0	0.0	1.0	29.0	841.0	1.0
5.948	16.0	3.0	0.09	0.0	0.0	1.0	25.0	625.0	1.0
6.869	18.0	6.0	0.36	0.0	0.0	1.0	30.0	900.0	1.0
6.4216	16.0	7.0	0.49	0.0	0.0	0.0	29.0	841.0	1.0
6.5539	14.0	8.0	0.64	0.0	0.0	1.0	28.0	784.0	1.0
6.4536	14.0	11.0	1.21	0.0	0.0	1.0	31.0	961.0	1.0
5.2983	12.0	10.0	1.0	0.0	0.0	1.0	28.0	784.0	1.0
6.7056	12.0	9.0	0.81	0.0	0.0	1.0	27.0	729.0	1.0
6.3578	14.0	6.0	0.36	0.0	0.0	1.0	26.0	676.0	1.0
6.1442	17.0	3.0	0.09	0.0	0.0	1.0	26.0	676.0	1.0
6.8287	16.0	7.0	0.49	0.0	0.0	1.0	29.0	841.0	1.0
6.6758	16.0	9.0	0.81	0.0	1.0	1.0	31.0	961.0	1.0
6.4536	14.0	8.0	0.64	0.0	0.0	1.0	28.0	784.0	1.0
6.3456	12.0	7.0	0.49	0.0	0.0	1.0	25.0	625.0	1.0
6.5582	16.0	7.0	0.49	0.0	0.0	1.0	29.0	841.0	1.0
6.4536	14.0	8.0	0.64	0.0	0.0	1.0	28.0	784.0	1.0
6.5425	12.0	12.0	1.44	0.0	0.0	1.0	30.0	900.0	1.0
6.4216	13.0	15.0	2.25	0.0	0.0	1.0	34.0	1156.0	1.0
6.1356	16.0	4.0	0.16	0.0	0.0	1.0	26.0	676.0	1.0
