obs close
1966/01/05 531.120000000000
1966/01/12 533.340000000000
1966/01/19 537.670000000000
1966/01/26 537.570000000000
1966/02/02 531.440000000000
1966/02/09 539.890000000000
1966/02/16 535.350000000000
1966/02/23 525.940000000000
1966/03/02 512.830000000000
1966/03/09 511.130000000000
1966/03/16 504.260000000000
1966/03/23 511.980000000000
1966/03/30 508.600000000000
1966/04/06 524.880000000000
1966/04/13 524.350000000000
1966/04/20 527.420000000000
1966/04/27 524.350000000000
1966/05/04 511.980000000000
1966/05/11 498.550000000000
1966/05/18 485.550000000000
1966/05/25 496.750000000000
1966/06/01 491.780000000000
1966/06/08 485.860000000000
1966/06/15 496.750000000000
1966/06/22 498.230000000000
1966/06/29 486.180000000000
1966/07/06 497.920000000000
1966/07/13 494.220000000000
1966/07/20 489.990000000000
1966/07/27 481.530000000000
1966/08/03 476.140000000000
1966/08/10 476.660000000000
1966/08/17 466.200000000000
1966/08/24 453.510000000000
1966/08/31 440.400000000000
1966/09/07 435.740000000000
1966/09/14 451.500000000000
1966/09/21 443.360000000000
1966/09/28 440.080000000000
1966/10/05 425.490000000000
1966/10/12 437.220000000000
1966/10/19 444.520000000000
1966/10/26 452.450000000000
1966/11/02 460.380000000000
1966/11/09 463.760000000000
1966/11/16 470.110000000000
1966/11/23 458.900000000000
1966/11/30 460.910000000000
1966/12/07 467.570000000000
1966/12/14 473.700000000000
1966/12/21 468.200000000000
1966/12/28 464.190000000000
1967/01/04 463.340000000000
1967/01/11 480.580000000000
1967/01/18 494.000000000000
1967/01/25 495.380000000000
1967/02/01 499.500000000000
1967/02/08 507.120000000000
1967/02/15 510.610000000000
1967/02/22 505.850000000000
1967/03/01 507.860000000000
1967/03/08 512.090000000000
1967/03/15 517.060000000000
1967/03/22 522.770000000000
1967/03/29 526.040000000000
1967/04/05 521.180000000000
1967/04/12 515.890000000000
1967/04/19 533.130000000000
1967/04/26 539.580000000000
1967/05/03 545.600000000000
1967/05/10 542.540000000000
1967/05/17 540.850000000000
1967/05/24 527.100000000000
1967/05/31 519.910000000000
1967/06/07 530.060000000000
1967/06/14 539.890000000000
1967/06/21 539.580000000000
1967/06/28 534.930000000000
1967/07/05 535.980000000000
1967/07/12 543.380000000000
1967/07/19 550.470000000000
1967/07/26 552.160000000000
1967/08/02 562.100000000000
1967/08/09 562.420000000000
1967/08/16 554.490000000000
1967/08/23 549.620000000000
1967/08/30 546.980000000000
1967/09/06 555.230000000000
1967/09/13 564.210000000000
1967/09/20 564.530000000000
1967/09/27 567.700000000000
1967/10/04 566.860000000000
1967/10/11 566.010000000000
1967/10/18 559.670000000000
1967/10/25 554.910000000000
1967/11/01 544.230000000000
1967/11/08 535.030000000000
1967/11/15 537.250000000000
1967/11/22 549.410000000000
1967/11/29 555.120000000000
1967/12/06 561.570000000000
1967/12/13 561.360000000000
1967/12/20 560.410000000000
1967/12/27 565.800000000000
1968/01/03 564.640000000000
1968/01/10 570.450000000000
1968/01/17 567.810000000000
1968/01/24 553.110000000000
1968/01/31 546.240000000000
1968/02/07 544.760000000000
1968/02/14 532.070000000000
1968/02/21 538.310000000000
1968/02/28 530.800000000000
1968/03/06 523.930000000000
1968/03/13 529.530000000000
1968/03/20 522.550000000000
1968/03/27 526.040000000000
1968/04/03 548.140000000000
1968/04/10 561.570000000000
1968/04/17 569.920000000000
1968/04/24 570.140000000000
1968/05/01 578.070000000000
1968/05/08 584.620000000000
1968/05/15 581.130000000000
1968/05/22 577.330000000000
1968/05/29 582.300000000000
1968/06/05 594.460000000000
1968/06/12 603.760000000000
1968/06/19 599.210000000000
1968/06/26 595.090000000000
1968/07/03 601.430000000000
1968/07/10 610.000000000000
1968/07/17 603.650000000000
1968/07/24 581.240000000000
1968/07/31 576.270000000000
1968/08/07 575.950000000000
1968/08/14 581.770000000000
1968/08/21 585.470000000000
1968/08/28 585.150000000000
1968/09/04 592.130000000000
1968/09/11 595.200000000000
1968/09/18 602.280000000000
1968/09/25 607.360000000000
1968/10/02 613.700000000000
1968/10/09 613.060000000000
1968/10/16 618.560000000000
1968/10/23 618.030000000000
1968/10/30 615.070000000000
1968/11/06 614.120000000000
1968/11/13 626.600000000000
1968/11/20 632.940000000000
1968/11/27 644.050000000000
1968/12/04 643.730000000000
1968/12/11 642.670000000000
1968/12/18 640.870000000000
1968/12/25 630.620000000000
1969/01/01 623.220000000000
1969/01/08 603.440000000000
1969/01/15 607.990000000000
1969/01/22 611.270000000000
1969/01/29 614.760000000000
1969/02/05 617.720000000000
1969/02/12 620.470000000000
1969/02/19 600.910000000000
1969/02/26 586.210000000000
1969/03/05 592.230000000000
1969/03/12 587.580000000000
1969/03/19 588.110000000000
1969/03/26 594.350000000000
1969/04/02 596.250000000000
1969/04/09 597.310000000000
1969/04/16 594.560000000000
1969/04/23 595.510000000000
1969/04/30 613.170000000000
1969/05/07 618.990000000000
1969/05/14 627.230000000000
1969/05/21 617.610000000000
1969/05/28 610.530000000000
1969/06/04 606.830000000000
1969/06/11 587.480000000000
1969/06/18 575.630000000000
1969/06/25 568.020000000000
1969/07/02 579.650000000000
1969/07/09 567.810000000000
1969/07/16 557.240000000000
1969/07/23 544.760000000000
1969/07/30 523.930000000000
1969/08/06 548.570000000000
1969/08/13 541.270000000000
1969/08/20 556.600000000000
1969/08/27 553.750000000000
1969/09/03 555.650000000000
1969/09/10 555.020000000000
1969/09/17 554.800000000000
1969/09/24 560.200000000000
1969/10/01 543.170000000000
1969/10/08 544.440000000000
1969/10/15 564.210000000000
1969/10/22 577.960000000000
1969/10/29 573.100000000000
1969/11/05 578.380000000000
1969/11/12 580.070000000000
1969/11/19 567.070000000000
1969/11/26 551.530000000000
1969/12/03 541.160000000000
1969/12/10 533.660000000000
1969/12/17 526.360000000000
1969/12/24 537.890000000000
1969/12/31 544.860000000000
1970/01/07 548.990000000000
1970/01/14 542.860000000000
1970/01/21 532.920000000000
1970/01/28 513.780000000000
1970/02/04 509.550000000000
1970/02/11 514.410000000000
1970/02/18 517.370000000000
1970/02/25 528.370000000000
1970/03/04 532.700000000000
1970/03/11 523.720000000000
1970/03/18 516.000000000000
1970/03/25 528.260000000000
1970/04/01 529.740000000000
1970/04/08 518.850000000000
1970/04/15 506.900000000000
1970/04/22 491.360000000000
1970/04/29 475.610000000000
1970/05/06 461.010000000000
1970/05/13 443.990000000000
1970/05/20 425.800000000000
1970/05/27 419.250000000000
1970/06/03 454.780000000000
1970/06/10 436.480000000000
1970/06/17 438.810000000000
1970/06/24 426.440000000000
1970/07/01 419.880000000000
1970/07/08 419.040000000000
1970/07/15 432.150000000000
1970/07/22 442.510000000000
1970/07/29 448.850000000000
1970/08/05 443.460000000000
1970/08/12 432.990000000000
1970/08/19 440.500000000000
1970/08/26 466.200000000000
1970/09/02 465.350000000000
1970/09/09 477.300000000000
1970/09/16 472.010000000000
1970/09/23 478.670000000000
1970/09/30 487.870000000000
1970/10/07 502.150000000000
1970/10/14 486.600000000000
1970/10/21 482.160000000000
1970/10/28 480.150000000000
1970/11/04 485.550000000000
1970/11/11 489.670000000000
1970/11/18 475.820000000000
1970/11/25 488.290000000000
1970/12/02 509.020000000000
1970/12/09 515.150000000000
1970/12/16 515.890000000000
1970/12/23 518.750000000000
1970/12/30 531.750000000000
1971/01/06 533.870000000000
1971/01/13 537.670000000000
1971/01/20 544.860000000000
1971/01/27 551.100000000000
1971/02/03 561.780000000000
1971/02/10 566.650000000000
1971/02/17 571.400000000000
1971/02/24 562.840000000000
1971/03/03 564.110000000000
1971/03/10 578.910000000000
1971/03/17 589.060000000000
1971/03/24 581.240000000000
1971/03/31 586.210000000000
1971/04/07 594.770000000000
1971/04/14 602.390000000000
1971/04/21 601.430000000000
1971/04/28 610.740000000000
1971/05/05 604.820000000000
1971/05/12 599.530000000000
1971/05/19 588.430000000000
1971/05/26 580.070000000000
1971/06/02 589.060000000000
1971/06/09 586.100000000000
1971/06/16 586.630000000000
1971/06/23 574.370000000000
1971/06/30 582.510000000000
1971/07/07 585.780000000000
1971/07/14 581.870000000000
1971/07/21 581.980000000000
1971/07/28 567.920000000000
1971/08/04 548.250000000000
1971/08/11 552.900000000000
1971/08/18 576.590000000000
1971/08/25 586.420000000000
1971/09/01 579.020000000000
1971/09/08 592.550000000000
1971/09/15 583.250000000000
1971/09/22 575.420000000000
1971/09/29 571.830000000000
1971/10/06 583.140000000000
1971/10/13 579.020000000000
1971/10/20 558.820000000000
1971/10/27 547.720000000000
1971/11/03 553.530000000000
1971/11/10 545.390000000000
1971/11/17 541.060000000000
1971/11/24 525.200000000000
1971/12/01 557.550000000000
1971/12/08 566.220000000000
1971/12/15 575.530000000000
1971/12/22 590.650000000000
1971/12/29 596.570000000000
1972/01/05 602.390000000000
1972/01/12 606.510000000000
1972/01/19 608.310000000000
1972/01/26 600.270000000000
1972/02/02 614.550000000000
1972/02/09 619.200000000000
1972/02/16 620.040000000000
1972/02/23 618.990000000000
1972/03/01 631.250000000000
1972/03/08 641.930000000000
1972/03/15 635.060000000000
1972/03/22 628.290000000000
1972/03/29 627.130000000000
1972/04/05 641.610000000000
1972/04/12 649.440000000000
1972/04/19 643.940000000000
1972/04/26 630.410000000000
1972/05/03 623.850000000000
1972/05/10 619.410000000000
1972/05/17 628.610000000000
1972/05/24 646.900000000000
1972/05/31 642.460000000000
1972/06/07 632.410000000000
1972/06/14 635.590000000000
1972/06/21 636.750000000000
1972/06/28 625.960000000000
1972/07/05 632.840000000000
1972/07/12 625.010000000000
1972/07/19 619.620000000000
1972/07/26 627.020000000000
1972/08/02 635.800000000000
1972/08/09 644.150000000000
1972/08/16 649.230000000000
1972/08/23 653.250000000000
1972/08/30 643.310000000000
1972/09/06 642.990000000000
1972/09/13 632.100000000000
1972/09/20 629.880000000000
1972/09/27 635.900000000000
1972/10/04 637.810000000000
1972/10/11 634.110000000000
1972/10/18 626.070000000000
1972/10/25 640.350000000000
1972/11/01 652.820000000000
1972/11/08 656.840000000000
1972/11/15 663.400000000000
1972/11/22 676.080000000000
1972/11/29 673.860000000000
1972/12/06 683.060000000000
1972/12/13 685.070000000000
1972/12/20 670.480000000000
1972/12/27 675.130000000000
1973/01/03 690.360000000000
1973/01/10 688.350000000000
1973/01/17 681.900000000000
1973/01/24 668.790000000000
1973/01/31 663.500000000000
1973/02/07 648.910000000000
1973/02/14 656.100000000000
1973/02/21 652.290000000000
1973/02/28 634.420000000000
1973/03/07 649.120000000000
1973/03/14 650.500000000000
