       20 3
	   4.2840000       0.28600000       0.64500000
       4.1490000       0.97300000       0.58500000
       3.8770000       0.38400000       0.31000000
      0.53300000       0.27600000      0.058000000
       2.2110000       0.97300000       0.45500000
       2.3890000       0.54300000       0.77900000
       2.1450000       0.95700000       0.25900000
       3.2310000       0.94800000       0.20200000
       1.9980000       0.54300000      0.028000000
       1.3790000       0.79700000      0.099000000
       2.1060000       0.93600000       0.14200000
       1.4280000       0.88900000       0.29600000
       1.0110000     0.0060000000       0.17500000
       2.1790000       0.82800000       0.18000000
       2.8580000       0.39900000       0.84200000
       1.3880000       0.61700000      0.039000000
       1.6510000       0.93900000       0.10300000
       1.5930000       0.78400000       0.62000000
       1.0460000      0.072000000       0.15800000
       2.1520000       0.88900000       0.70400000
